1765908736.348951 server started (26601): version 3.6a, socket /tmp/tmux-1000/default, protocol 8
1765908736.348989 on Linux 6.17.9-arch1-1 #1 SMP PREEMPT_DYNAMIC Mon, 24 Nov 2025 15:21:09 +0000
1765908736.348999 using libevent 2.1.12-stable poll
1765908736.349003 using ncurses 6.5 20240427
1765908736.446040 client 0x55cc6f82d060 IDENTIFY_ENVIRON KDE_SESSION_VERSION=6
1765908736.446041 peer 0x55cc6f7f2a50 message 105
1765908736.446043 client 0x55cc6f82d060 IDENTIFY_ENVIRON PAM_KWALLET5_LOGIN=/run/user/1000/kwallet5.socket
1765908736.446045 peer 0x55cc6f7f2a50 message 105
1765908736.446046 client 0x55cc6f82d060 IDENTIFY_ENVIRON DISPLAY=:1
1765908736.446048 peer 0x55cc6f7f2a50 message 105
1765908736.446049 client 0x55cc6f82d060 IDENTIFY_ENVIRON SHLVL=3
1765908736.446050 peer 0x55cc6f7f2a50 message 105
1765908736.446052 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_TELEPHONE=de_DE.UTF-8
1765908736.446054 peer 0x55cc6f7f2a50 message 105
1765908736.446055 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_MEASUREMENT=de_DE.UTF-8
1765908736.446057 peer 0x55cc6f7f2a50 message 105
1765908736.446058 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_VTNR=1
1765908736.446060 peer 0x55cc6f7f2a50 message 105
1765908736.446061 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_ID=2
1765908736.446063 peer 0x55cc6f7f2a50 message 105
1765908736.446064 client 0x55cc6f82d060 IDENTIFY_ENVIRON MANAGERPIDFDID=1249
1765908736.446066 peer 0x55cc6f7f2a50 message 105
1765908736.446067 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1765908736.446069 peer 0x55cc6f7f2a50 message 105
1765908736.446070 client 0x55cc6f82d060 IDENTIFY_ENVIRON DEBUGINFOD_URLS=https://debuginfod.archlinux.org 
1765908736.446072 peer 0x55cc6f7f2a50 message 105
1765908736.446073 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_TIME=de_DE.UTF-8
1765908736.446075 peer 0x55cc6f7f2a50 message 105
1765908736.446076 client 0x55cc6f82d060 IDENTIFY_ENVIRON JOURNAL_STREAM=9:20814
1765908736.446078 peer 0x55cc6f7f2a50 message 105
1765908736.446080 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_DATA_DIRS=/home/aaron/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share:/usr/share
1765908736.446081 peer 0x55cc6f7f2a50 message 105
1765908736.446083 client 0x55cc6f82d060 IDENTIFY_ENVIRON KDE_FULL_SESSION=true
1765908736.446084 peer 0x55cc6f7f2a50 message 105
1765908736.446086 client 0x55cc6f82d060 IDENTIFY_ENVIRON BROWSER=firefox
1765908736.446088 peer 0x55cc6f7f2a50 message 105
1765908736.446095 client 0x55cc6f82d060 IDENTIFY_ENVIRON PATH=/home/aaron/.local/share/nvm/v24.1.0/bin:/home/aaron/.spicetify:/home/aaron/.cargo/bin:/usr/local/sbin:/usr/local/bin:/usr/bin:/var/lib/flatpak/exports/bin:/usr/lib/jvm/default/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl:/home/aaron/.local/share/JetBrains/Toolbox/scripts
1765908736.446097 peer 0x55cc6f7f2a50 message 105
1765908736.446099 client 0x55cc6f82d060 IDENTIFY_ENVIRON ALACRITTY_LOG=/tmp/Alacritty-21245.log
1765908736.446102 peer 0x55cc6f7f2a50 message 105
1765908736.446104 client 0x55cc6f82d060 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1765908736.446105 peer 0x55cc6f7f2a50 message 105
1765908736.446107 client 0x55cc6f82d060 IDENTIFY_ENVIRON KDE_APPLICATIONS_AS_SCOPE=1
1765908736.446108 peer 0x55cc6f7f2a50 message 105
1765908736.446110 client 0x55cc6f82d060 IDENTIFY_ENVIRON MAIL=/var/spool/mail/aaron
1765908736.446111 peer 0x55cc6f7f2a50 message 105
1765908736.446113 client 0x55cc6f82d060 IDENTIFY_ENVIRON ALACRITTY_WINDOW_ID=94899686439648
1765908736.446114 peer 0x55cc6f7f2a50 message 105
1765908736.446116 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_NUMERIC=de_DE.UTF-8
1765908736.446117 peer 0x55cc6f7f2a50 message 105
1765908736.446119 client 0x55cc6f82d060 IDENTIFY_ENVIRON _=/usr/bin/tmux
1765908736.446120 peer 0x55cc6f7f2a50 message 106
1765908736.446122 client 0x55cc6f82d060 name is client-26659
1765908736.446125 cmdq_next <global>: waiting
1765908736.446127 cmdq_next </dev/pts/0>: waiting
1765908736.446128 cmdq_next <client-26659>: empty
1765908736.446132 peer 0x55cc6f7f2a50 message 200
1765908736.446134 cmd_unpack_argv: argv[0]=show-option
1765908736.446146 cmd_unpack_argv: argv[1]=-gv
1765908736.446151 cmd_unpack_argv: argv[2]=display-time
1765908736.446153 cmd_parse_build_commands 0:0: show-option
1765908736.446155 cmd_parse_build_commands 0:1: -gv
1765908736.446156 cmd_parse_build_commands 0:2: display-time
1765908736.446160 args_parse_flags: next -gv
1765908736.446161 args_parse_flags: -g
1765908736.446163 args_parse_flags: -v
1765908736.446164 args_parse_flags: next display-time
1765908736.446165 args_parse: flags end at 2 of 3
1765908736.446167 args_parse: 2 = display-time (type STRING)
1765908736.446170 cmd_parse_build_commands: show-options -gv display-time
1765908736.446172 cmdq_get_command: [show-options/0x55cc6f7c05a0] group 2847
1765908736.446174 cmdq_append <client-26659>: [show-options/0x55cc6f7c05a0]
1765908736.446176 cmdq_append <client-26659>: [server_client_command_done/0x55cc6f7d6b70]
1765908736.446178 cmdq_next <global>: waiting
1765908736.446179 cmdq_next </dev/pts/0>: waiting
1765908736.446180 cmdq_next <client-26659>: enter
1765908736.446182 cmdq_next <client-26659>: [show-options/0x55cc6f7c05a0] (0), flags 0
1765908736.446183 cmd_find_best_session: 0 sessions to try
1765908736.446185 cmd_find_current_client: no target, return (nil)
1765908736.446186 cmd_find_best_session: 0 sessions to try
1765908736.446188 cmd_find_target: target none, type pane, item 0x55cc6f7c05a0, flags QUIET,CANFAIL
1765908736.446189 cmd_find_best_session: 0 sessions to try
1765908736.446191 cmd_find_target: error
1765908736.446192 format_defaults: c=none
1765908736.446193 format_defaults: s=none
1765908736.446195 format_defaults: wl=none
1765908736.446196 format_defaults: wp=none
1765908736.446197 format_expand1: expanding format: display-time
1765908736.446199 format_expand1: result is: display-time
1765908736.446201 unref client 0x55cc6f82d060 (4 references)
1765908736.446204 server_client_print: 750
1765908736.446206 sending message 303 to peer 0x55cc6f7f2a50 (12 bytes)
1765908736.446208 cmd_find_best_session: 0 sessions to try
1765908736.446210 unref client 0x55cc6f82d060 (4 references)
1765908736.446212 cmdq_next <client-26659>: [server_client_command_done/0x55cc6f7d6b70] (1), flags 0
1765908736.446213 unref client 0x55cc6f82d060 (3 references)
1765908736.446214 cmdq_next <client-26659>: exit (empty)
1765908736.446216 cmdq_next <global>: waiting
1765908736.446217 cmdq_next </dev/pts/0>: waiting
1765908736.446218 cmdq_next <client-26659>: empty
1765908736.446225 cmdq_next <global>: waiting
1765908736.446226 cmdq_next </dev/pts/0>: waiting
1765908736.446228 cmdq_next <client-26659>: empty
1765908736.446310 peer 0x55cc6f7f2a50 message 305
1765908736.446314 sending message 304 to peer 0x55cc6f7f2a50 (8 bytes)
1765908736.446317 file 1 sent 4, left 0
1765908736.446318 cmdq_next <global>: waiting
1765908736.446320 cmdq_next </dev/pts/0>: waiting
1765908736.446321 cmdq_next <client-26659>: empty
1765908736.446326 sending message 203 to peer 0x55cc6f7f2a50 (4 bytes)
1765908736.446334 cmdq_next <global>: waiting
1765908736.446336 cmdq_next </dev/pts/0>: waiting
1765908736.446337 cmdq_next <client-26659>: empty
1765908736.446530 lost client 0x55cc6f82d060
1765908736.446541 remove peer 0x55cc6f7f2a50
1765908736.446555 unref client 0x55cc6f82d060 (2 references)
1765908736.446559 unref client 0x55cc6f82d060 (1 references)
1765908736.446562 free client 0x55cc6f82d060 (0 references)
1765908736.446564 cmdq_next <global>: waiting
1765908736.446566 cmdq_next </dev/pts/0>: waiting
1765908736.447854 add peer 0x55cc6f7f2a50: 10 (0x55cc6f82d060)
1765908736.447862 new client 0x55cc6f82d060
1765908736.447864 cmdq_next <global>: waiting
1765908736.447866 cmdq_next </dev/pts/0>: waiting
1765908736.447874 peer 0x55cc6f7f2a50 message 111
1765908736.447876 client 0x55cc6f82d060 IDENTIFY_LONGFLAGS 0x10000
1765908736.447877 peer 0x55cc6f7f2a50 message 111
1765908736.447879 client 0x55cc6f82d060 IDENTIFY_LONGFLAGS 0x10000
1765908736.447880 peer 0x55cc6f7f2a50 message 101
1765908736.447882 client 0x55cc6f82d060 IDENTIFY_TERM 
1765908736.447883 peer 0x55cc6f7f2a50 message 109
1765908736.447884 client 0x55cc6f82d060 IDENTIFY_FEATURES 
1765908736.447886 peer 0x55cc6f7f2a50 message 102
1765908736.447887 client 0x55cc6f82d060 IDENTIFY_TTYNAME 
1765908736.447888 peer 0x55cc6f7f2a50 message 108
1765908736.447892 client 0x55cc6f82d060 IDENTIFY_CWD /home/aaron/.config/tmux
1765908736.447894 peer 0x55cc6f7f2a50 message 104
1765908736.447895 client 0x55cc6f82d060 IDENTIFY_STDIN 11
1765908736.447896 cmdq_next <global>: waiting
1765908736.447898 cmdq_next </dev/pts/0>: waiting
1765908736.447910 peer 0x55cc6f7f2a50 message 110
1765908736.447912 client 0x55cc6f82d060 IDENTIFY_STDOUT 12
1765908736.447913 peer 0x55cc6f7f2a50 message 107
1765908736.447914 client 0x55cc6f82d060 IDENTIFY_CLIENTPID 26660
1765908736.447916 peer 0x55cc6f7f2a50 message 105
1765908736.447917 client 0x55cc6f82d060 IDENTIFY_ENVIRON SHELL=/usr/bin/fish
1765908736.447919 peer 0x55cc6f7f2a50 message 105
1765908736.447921 client 0x55cc6f82d060 IDENTIFY_ENVIRON SESSION_MANAGER=local/aaron-pc:@/tmp/.ICE-unix/1554,unix/aaron-pc:/tmp/.ICE-unix/1554
1765908736.447922 peer 0x55cc6f7f2a50 message 105
1765908736.447924 client 0x55cc6f82d060 IDENTIFY_ENVIRON WINDOWID=94899686439648
1765908736.447925 peer 0x55cc6f7f2a50 message 105
1765908736.447927 client 0x55cc6f82d060 IDENTIFY_ENVIRON TOP_PID=26627
1765908736.447928 peer 0x55cc6f7f2a50 message 105
1765908736.447930 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_CONFIG_DIRS=/home/aaron/.config/kdedefaults:/etc/xdg
1765908736.447931 peer 0x55cc6f7f2a50 message 105
1765908736.447933 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session1
1765908736.447935 peer 0x55cc6f7f2a50 message 105
1765908736.447936 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_MENU_PREFIX=plasma-
1765908736.447938 peer 0x55cc6f7f2a50 message 105
1765908736.447939 client 0x55cc6f82d060 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,26601,-1
1765908736.447941 peer 0x55cc6f7f2a50 message 105
1765908736.447942 client 0x55cc6f82d060 IDENTIFY_ENVIRON ICEAUTHORITY=/run/user/1000/iceauth_wcIJES
1765908736.447944 peer 0x55cc6f7f2a50 message 105
1765908736.447946 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_ADDRESS=de_DE.UTF-8
1765908736.447947 peer 0x55cc6f7f2a50 message 105
1765908736.447949 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_NAME=de_DE.UTF-8
1765908736.447950 peer 0x55cc6f7f2a50 message 105
1765908736.447952 client 0x55cc6f82d060 IDENTIFY_ENVIRON MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1765908736.447953 peer 0x55cc6f7f2a50 message 105
1765908736.447954 client 0x55cc6f82d060 IDENTIFY_ENVIRON DESKTOP_SESSION=plasma
1765908736.447956 peer 0x55cc6f7f2a50 message 105
1765908736.447957 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_MONETARY=de_DE.UTF-8
1765908736.447959 peer 0x55cc6f7f2a50 message 105
1765908736.447961 client 0x55cc6f82d060 IDENTIFY_ENVIRON GTK_RC_FILES=/etc/gtk/gtkrc:/home/aaron/.gtkrc:/home/aaron/.config/gtkrc
1765908736.447967 peer 0x55cc6f7f2a50 message 105
1765908736.447968 client 0x55cc6f82d060 IDENTIFY_ENVIRON EDITOR=nano
1765908736.447970 peer 0x55cc6f7f2a50 message 105
1765908736.447971 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SEAT=seat0
1765908736.447973 peer 0x55cc6f7f2a50 message 105
1765908736.447974 client 0x55cc6f82d060 IDENTIFY_ENVIRON PWD=/home/aaron/.config/tmux
1765908736.447976 peer 0x55cc6f7f2a50 message 105
1765908736.447977 client 0x55cc6f82d060 IDENTIFY_ENVIRON LOGNAME=aaron
1765908736.447978 peer 0x55cc6f7f2a50 message 105
1765908736.447980 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=KDE
1765908736.447981 peer 0x55cc6f7f2a50 message 105
1765908736.447983 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_TYPE=wayland
1765908736.447984 peer 0x55cc6f7f2a50 message 105
1765908736.447986 client 0x55cc6f82d060 IDENTIFY_ENVIRON nvm_current_version=v24.1.0
1765908736.447987 peer 0x55cc6f7f2a50 message 105
1765908736.447989 client 0x55cc6f82d060 IDENTIFY_ENVIRON SYSTEMD_EXEC_PID=1576
1765908736.447990 peer 0x55cc6f7f2a50 message 105
1765908736.447992 client 0x55cc6f82d060 IDENTIFY_ENVIRON XAUTHORITY=/run/user/1000/xauth_BAUtqF
1765908736.447993 peer 0x55cc6f7f2a50 message 105
1765908736.447995 client 0x55cc6f82d060 IDENTIFY_ENVIRON MOTD_SHOWN=pam
1765908736.447996 peer 0x55cc6f7f2a50 message 105
1765908736.447998 client 0x55cc6f82d060 IDENTIFY_ENVIRON GTK2_RC_FILES=/etc/gtk-2.0/gtkrc:/home/aaron/.gtkrc-2.0:/home/aaron/.config/gtkrc-2.0
1765908736.448000 peer 0x55cc6f7f2a50 message 105
1765908736.448001 client 0x55cc6f82d060 IDENTIFY_ENVIRON HOME=/home/aaron
1765908736.448003 peer 0x55cc6f7f2a50 message 105
1765908736.448004 client 0x55cc6f82d060 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1765908736.448006 peer 0x55cc6f7f2a50 message 105
1765908736.448007 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_PAPER=de_DE.UTF-8
1765908736.448009 peer 0x55cc6f7f2a50 message 105
1765908736.448010 client 0x55cc6f82d060 IDENTIFY_ENVIRON _JAVA_AWT_WM_NONREPARENTING=1
1765908736.448012 peer 0x55cc6f7f2a50 message 105
1765908736.448013 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=KDE
1765908736.448015 peer 0x55cc6f7f2a50 message 105
1765908736.448017 client 0x55cc6f82d060 IDENTIFY_ENVIRON MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/plasma-plasmashell.service/memory.pressure
1765908736.448018 peer 0x55cc6f7f2a50 message 105
1765908736.448021 client 0x55cc6f82d060 IDENTIFY_ENVIRON STARSHIP_SHELL=fish
1765908736.448022 peer 0x55cc6f7f2a50 message 105
1765908736.448024 client 0x55cc6f82d060 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1765908736.448025 peer 0x55cc6f7f2a50 message 105
1765908736.448027 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0
1765908736.448028 peer 0x55cc6f7f2a50 message 105
1765908736.448030 client 0x55cc6f82d060 IDENTIFY_ENVIRON INVOCATION_ID=78a21aabb031402f8b7474861b9ecc61
1765908736.448031 peer 0x55cc6f7f2a50 message 105
1765908736.448033 client 0x55cc6f82d060 IDENTIFY_ENVIRON MANAGERPID=1248
1765908736.448034 peer 0x55cc6f7f2a50 message 105
1765908736.448036 client 0x55cc6f82d060 IDENTIFY_ENVIRON STARSHIP_SESSION_KEY=2013220227101919
1765908736.448037 peer 0x55cc6f7f2a50 message 105
1765908736.448039 client 0x55cc6f82d060 IDENTIFY_ENVIRON KDE_SESSION_UID=1000
1765908736.448040 peer 0x55cc6f7f2a50 message 105
1765908736.448042 client 0x55cc6f82d060 IDENTIFY_ENVIRON ALACRITTY_SOCKET=/run/user/1000/Alacritty-wayland-0-21245.sock
1765908736.448043 peer 0x55cc6f7f2a50 message 105
1765908736.448045 client 0x55cc6f82d060 IDENTIFY_ENVIRON XKB_DEFAULT_LAYOUT=us
1765908736.448046 peer 0x55cc6f7f2a50 message 105
1765908736.448048 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1765908736.448049 peer 0x55cc6f7f2a50 message 105
1765908736.448050 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_IDENTIFICATION=de_DE.UTF-8
1765908736.448052 peer 0x55cc6f7f2a50 message 105
1765908736.448054 client 0x55cc6f82d060 IDENTIFY_ENVIRON USER=aaron
1765908736.448055 peer 0x55cc6f7f2a50 message 105
1765908736.448062 client 0x55cc6f82d060 IDENTIFY_ENVIRON QT_WAYLAND_RECONNECT=1
1765908736.448064 peer 0x55cc6f7f2a50 message 105
1765908736.448065 client 0x55cc6f82d060 IDENTIFY_ENVIRON KDE_SESSION_VERSION=6
1765908736.448066 peer 0x55cc6f7f2a50 message 105
1765908736.448068 client 0x55cc6f82d060 IDENTIFY_ENVIRON PAM_KWALLET5_LOGIN=/run/user/1000/kwallet5.socket
1765908736.448070 peer 0x55cc6f7f2a50 message 105
1765908736.448071 client 0x55cc6f82d060 IDENTIFY_ENVIRON DISPLAY=:1
1765908736.448073 peer 0x55cc6f7f2a50 message 105
1765908736.448075 client 0x55cc6f82d060 IDENTIFY_ENVIRON SHLVL=4
1765908736.448076 peer 0x55cc6f7f2a50 message 105
1765908736.448077 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_TELEPHONE=de_DE.UTF-8
1765908736.448079 peer 0x55cc6f7f2a50 message 105
1765908736.448080 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_MEASUREMENT=de_DE.UTF-8
1765908736.448082 peer 0x55cc6f7f2a50 message 105
1765908736.448083 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_VTNR=1
1765908736.448085 peer 0x55cc6f7f2a50 message 105
1765908736.448086 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_ID=2
1765908736.448087 peer 0x55cc6f7f2a50 message 105
1765908736.448089 client 0x55cc6f82d060 IDENTIFY_ENVIRON MANAGERPIDFDID=1249
1765908736.448090 peer 0x55cc6f7f2a50 message 105
1765908736.448092 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1765908736.448093 peer 0x55cc6f7f2a50 message 105
1765908736.448095 client 0x55cc6f82d060 IDENTIFY_ENVIRON DEBUGINFOD_URLS=https://debuginfod.archlinux.org 
1765908736.448096 peer 0x55cc6f7f2a50 message 105
1765908736.448098 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_TIME=de_DE.UTF-8
1765908736.448099 peer 0x55cc6f7f2a50 message 105
1765908736.448101 client 0x55cc6f82d060 IDENTIFY_ENVIRON JOURNAL_STREAM=9:20814
1765908736.448102 peer 0x55cc6f7f2a50 message 105
1765908736.448104 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_DATA_DIRS=/home/aaron/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share:/usr/share
1765908736.448106 peer 0x55cc6f7f2a50 message 105
1765908736.448107 client 0x55cc6f82d060 IDENTIFY_ENVIRON KDE_FULL_SESSION=true
1765908736.448109 peer 0x55cc6f7f2a50 message 105
1765908736.448111 client 0x55cc6f82d060 IDENTIFY_ENVIRON BROWSER=firefox
1765908736.448112 peer 0x55cc6f7f2a50 message 105
1765908736.448120 client 0x55cc6f82d060 IDENTIFY_ENVIRON PATH=/home/aaron/.local/share/nvm/v24.1.0/bin:/home/aaron/.spicetify:/home/aaron/.cargo/bin:/usr/local/sbin:/usr/local/bin:/usr/bin:/var/lib/flatpak/exports/bin:/usr/lib/jvm/default/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl:/home/aaron/.local/share/JetBrains/Toolbox/scripts
1765908736.448121 peer 0x55cc6f7f2a50 message 105
1765908736.448123 client 0x55cc6f82d060 IDENTIFY_ENVIRON ALACRITTY_LOG=/tmp/Alacritty-21245.log
1765908736.448124 peer 0x55cc6f7f2a50 message 105
1765908736.448126 client 0x55cc6f82d060 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1765908736.448127 peer 0x55cc6f7f2a50 message 105
1765908736.448129 client 0x55cc6f82d060 IDENTIFY_ENVIRON KDE_APPLICATIONS_AS_SCOPE=1
1765908736.448130 peer 0x55cc6f7f2a50 message 105
1765908736.448132 client 0x55cc6f82d060 IDENTIFY_ENVIRON MAIL=/var/spool/mail/aaron
1765908736.448133 peer 0x55cc6f7f2a50 message 105
1765908736.448135 client 0x55cc6f82d060 IDENTIFY_ENVIRON ALACRITTY_WINDOW_ID=94899686439648
1765908736.448140 peer 0x55cc6f7f2a50 message 105
1765908736.448142 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_NUMERIC=de_DE.UTF-8
1765908736.448144 peer 0x55cc6f7f2a50 message 105
1765908736.448145 client 0x55cc6f82d060 IDENTIFY_ENVIRON _=/usr/bin/tmux
1765908736.448146 peer 0x55cc6f7f2a50 message 106
1765908736.448148 client 0x55cc6f82d060 name is client-26660
1765908736.448152 cmdq_next <global>: waiting
1765908736.448153 cmdq_next </dev/pts/0>: waiting
1765908736.448154 cmdq_next <client-26660>: empty
1765908736.448159 peer 0x55cc6f7f2a50 message 200
1765908736.448161 cmd_unpack_argv: argv[0]=set-option
1765908736.448162 cmd_unpack_argv: argv[1]=-g
1765908736.448164 cmd_unpack_argv: argv[2]=display-time
1765908736.448167 cmd_unpack_argv: argv[3]=4000
1765908736.448169 cmd_parse_build_commands 0:0: set-option
1765908736.448171 cmd_parse_build_commands 0:1: -g
1765908736.448172 cmd_parse_build_commands 0:2: display-time
1765908736.448173 cmd_parse_build_commands 0:3: 4000
1765908736.448178 args_parse_flags: next -g
1765908736.448179 args_parse_flags: -g
1765908736.448182 args_parse_flags: next display-time
1765908736.448183 args_parse: flags end at 2 of 4
1765908736.448185 args_parse: 2 = display-time (type STRING)
1765908736.448186 args_parse: 3 = 4000 (type STRING)
1765908736.448190 cmd_parse_build_commands: set-option -g display-time 4000
1765908736.448193 cmdq_get_command: [set-option/0x55cc6f7f75f0] group 2851
1765908736.448194 cmdq_append <client-26660>: [set-option/0x55cc6f7f75f0]
1765908736.448196 cmdq_append <client-26660>: [server_client_command_done/0x55cc6f7b4670]
1765908736.448198 cmdq_next <global>: waiting
1765908736.448199 cmdq_next </dev/pts/0>: waiting
1765908736.448200 cmdq_next <client-26660>: enter
1765908736.448202 cmdq_next <client-26660>: [set-option/0x55cc6f7f75f0] (0), flags 0
1765908736.448204 cmd_find_best_session: 0 sessions to try
1765908736.448205 cmd_find_current_client: no target, return (nil)
1765908736.448207 cmd_find_best_session: 0 sessions to try
1765908736.448209 cmd_find_target: target none, type pane, item 0x55cc6f7f75f0, flags QUIET,CANFAIL
1765908736.448211 cmd_find_best_session: 0 sessions to try
1765908736.448212 cmd_find_target: error
1765908736.448214 format_defaults: c=none
1765908736.448215 format_defaults: s=none
1765908736.448216 format_defaults: wl=none
1765908736.448217 format_defaults: wp=none
1765908736.448219 format_expand1: expanding format: display-time
1765908736.448220 format_expand1: result is: display-time
1765908736.448222 unref client 0x55cc6f82d060 (4 references)
1765908736.448226 options_push_changes: display-time
1765908736.448228 cmd_find_best_session: 0 sessions to try
1765908736.448229 unref client 0x55cc6f82d060 (3 references)
1765908736.448231 cmdq_next <client-26660>: [server_client_command_done/0x55cc6f7b4670] (1), flags 0
1765908736.448233 unref client 0x55cc6f82d060 (2 references)
1765908736.448234 cmdq_next <client-26660>: exit (empty)
1765908736.448235 cmdq_next <global>: waiting
1765908736.448236 cmdq_next </dev/pts/0>: waiting
1765908736.448238 cmdq_next <client-26660>: empty
1765908736.448240 sending message 203 to peer 0x55cc6f7f2a50 (4 bytes)
1765908736.448247 cmdq_next <global>: waiting
1765908736.448248 cmdq_next </dev/pts/0>: waiting
1765908736.448249 cmdq_next <client-26660>: empty
1765908736.448432 lost client 0x55cc6f82d060
1765908736.448441 remove peer 0x55cc6f7f2a50
